subsecao_id,municipio_id,year
13897.0,13234.0,2018
13897.0,13242.0,2018
13897.0,13277.0,2018
13897.0,13285.0,2018
13897.0,13307.0,2018
13897.0,13412.0,2018
13897.0,13480.0,2018
13897.0,13579.0,2018
13897.0,13692.0,2018
13897.0,13730.0,2018
13897.0,13897.0,2018
13897.0,14036.0,2018
13897.0,14834.0,2018
13897.0,14931.0,2018
13897.0,14974.0,2018
13897.0,15032.0,2018
13897.0,15059.0,2018
13897.0,15334.0,2018
13897.0,15490.0,2018
14117.0,13056.0,2018
14117.0,13366.0,2018
14117.0,13650.0,2018
14117.0,13757.0,2018
14117.0,14095.0,2018
14117.0,14117.0,2018
14117.0,14494.0,2018
14117.0,14915.0,2018
14117.0,15199.0,2018
14117.0,15393.0,2018
14117.0,15610.0,2018
14117.0,15970.0,2018
14117.0,15989.0,2018
14117.0,98531.0,2018
14290.0,13030.0,2018
14290.0,13080.0,2018
14290.0,13323.0,2018
14290.0,14273.0,2018
14290.0,14290.0,2018
14290.0,14680.0,2018
14290.0,15539.0,2018
14290.0,15717.0,2018
14290.0,15776.0,2018
14290.0,15873.0,2018
14290.0,15954.0,2018
14290.0,15997.0,2018
14290.0,98558.0,2018
14478.0,13013.0,2018
14478.0,13110.0,2018
14478.0,13153.0,2018
14478.0,13250.0,2018
14478.0,13315.0,2018
14478.0,13331.0,2018
14478.0,13358.0,2018
14478.0,13374.0,2018
14478.0,13390.0,2018
14478.0,13498.0,2018
14478.0,13536.0,2018
14478.0,13633.0,2018
14478.0,13854.0,2018
14478.0,13870.0,2018
14478.0,13978.0,2018
14478.0,14150.0,2018
14478.0,14435.0,2018
14478.0,14451.0,2018
14478.0,14478.0,2018
14478.0,14516.0,2018
14478.0,14630.0,2018
14478.0,14672.0,2018
14478.0,14699.0,2018
14478.0,14850.0,2018
14478.0,15130.0,2018
14478.0,15237.0,2018
14478.0,15253.0,2018
14478.0,15431.0,2018
14478.0,15440.0,2018
14478.0,15750.0,2018
14478.0,15814.0,2018
14532.0,13137.0,2018
14532.0,13200.0,2018
14532.0,13218.0,2018
14532.0,13269.0,2018
14532.0,13439.0,2018
14532.0,13501.0,2018
14532.0,14214.0,2018
14532.0,14257.0,2018
14532.0,14354.0,2018
14532.0,14370.0,2018
14532.0,14397.0,2018
14532.0,14419.0,2018
14532.0,14532.0,2018
14532.0,14753.0,2018
14532.0,15016.0,2018
14532.0,15172.0,2018
14532.0,15318.0,2018
14532.0,15377.0,2018
14532.0,15512.0,2018
14532.0,15636.0,2018
14532.0,15938.0,2018
15270.0,13021.0,2018
15270.0,13382.0,2018
15270.0,13463.0,2018
15270.0,13471.0,2018
15270.0,13552.0,2018
15270.0,14060.0,2018
15270.0,14311.0,2018
15270.0,14338.0,2018
15270.0,15270.0,2018
15270.0,15296.0,2018
